i	f_sup	f_swg	f_swg_id	traj_params	h_max
2062	[2.795952341693384, -1.0221815725347927, 0.0020500000937317964, -1.0584073464102077]	[2.439785159431493, -0.8955129565337296, 0.0020500000937317964, -1.2584073464102077]	Right	[-33.02186339110453, 5.6303631193254615]	0.24
2063	[2.743705753797053, -0.860409219973575, 0.0020500000937317964, -1.4584073464102076]	[2.439785159431493, -0.8955129565337296, 0.0020500000937317964, -1.2584073464102077]	Right	[-26725.998417078055, 160.17789635400675]	0.24
2064	[2.6485455464081014, -0.8911425069714168, 0.0020500000937317964, -1.4584073464102076]	[2.439785159431493, -0.8955129565337296, 0.0020500000937317964, -1.2584073464102077]	Right	[-108.59833234855925, 10.210504348689975]	0.24
2065	[2.4259178766947977, -1.1477295695408771, 0.0020500000937317964, -1.2584073464102077]	[2.6485455464081014, -0.8911425069714168, 0.0020500000937317964, -1.4584073464102076]	Left	[-15.045719850354777, 3.8005119466120068]	0.24
2066	[2.400122795499735, -0.9191806387051803, 0.0020500000937317964, -1.6584073464102076]	[2.6485455464081014, -0.8911425069714168, 0.0020500000937317964, -1.4584073464102076]	Left	[-450.0149857752197, 20.78495576959958]	0.24
2067	[2.60460565627327, -0.8769105588629194, 0.0020500000937317964, -1.6584073464102076]	[2.400122795499735, -0.9191806387051803, 0.0020500000937317964, -1.6584073464102076]	Right	[-450.01498577521585, 20.78495576959949]	0.24
2068	[2.7007921343044328, -1.0529148595326345, 0.0020500000937317964, -1.0584073464102077]	[2.439785159431493, -0.8955129565337296, 0.0020500000937317964, -1.2584073464102077]	Right	[-25.34610434899962, 4.932774085141102]	0.24
2069	[2.527566350421682, -1.35687674496929, 0.0020500000937317964, -1.2584073464102077]	[2.7007921343044328, -1.0529148595326345, 0.0020500000937317964, -1.0584073464102077]	Left	[-4.352516026045859, 2.044117263026763]	0.24
2070	[2.69944679300088, -1.2383140465402354, 0.0020500000937317964, -1.0584073464102077]	[2.527566350421682, -1.35687674496929, 0.0020500000937317964, -1.2584073464102077]	Right	[-27.92754206146135, 5.177879911605028]	0.24
2071	[2.6147239276630407, -1.3078506628352202, 0.0020500000937317964, -0.8584073464102078]	[2.7007921343044328, -1.0529148595326345, 0.0020500000937317964, -1.0584073464102077]	Left	[-4.785023911870859, 2.1432738871632866]	0.24
2072	[2.857594533645532, -1.283074288005608, 0.0020500000937317964, -1.0584073464102077]	[2.6147239276630407, -1.3078506628352202, 0.0020500000937317964, -0.8584073464102078]	Right	[-12.377457537007627, 3.447079812758521]	0.24
2073	[2.6451478840555254, -1.5173101116491765, 0.0020500000937317964, -1.0584073464102077]	[2.857594533645532, -1.283074288005608, 0.0020500000937317964, -1.0584073464102077]	Left	[-21.429108199023418, 4.535630482200075]	0.24
2074	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	[2.6147239276630407, -1.3078506628352202, 0.0020500000937317964, -0.8584073464102078]	Right	[-41.138644075810575, 6.284353452247744]	0.24
2075	[2.6968651710531435, -1.262104287189092, 0.0020500000937317964, -1.0584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-108.59833234855977, 10.210504348689998]	0.24
2076	[2.69250724813972, -1.3563433900492141, 0.0020500000937317964, -0.8584073464102078]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-114.26137202902571, 10.473343169583659]	0.24
2077	[2.8424892547148852, -1.1475243351148356, 0.0020500000937317964, -0.6584073464102078]	[2.69250724813972, -1.3563433900492141, 0.0020500000937317964, -0.8584073464102078]	Right	[-750.1253938268391, 26.835058749213974]	0.24
2078	[2.706389950146934, -1.4215261221457236, 0.0020500000937317964, -0.4584073464102078]	[2.8424892547148852, -1.1475243351148356, 0.0020500000937317964, -0.6584073464102078]	Left	[-216.14231995195712, 14.404743217214211]	0.24
2079	[2.8002602616472236, -1.4309263678254205, 0.0020500000937317964, -0.8584073464102078]	[2.8424892547148852, -1.1475243351148356, 0.0020500000937317964, -0.6584073464102078]	Left	[-55.90062385039069, 7.325612527043391]	0.24
2080	[2.6685388923726685, -1.4157194620127924, 0.0020500000937317964, -1.0584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-66.06234183882123, 7.963657963854825]	0.24
2081	[2.5508762952509008, -1.2065412766335313, 0.0020500000937317964, -0.8584073464102078]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-66.94508431189665, 8.016687653851857]	0.24
2082	[2.66301817706067, -1.0304044027423334, 0.0020500000937317964, -0.8584073464102078]	[2.5508762952509008, -1.2065412766335313, 0.0020500000937317964, -0.8584073464102078]	Right	[-24.890682025562043, 4.888256820640622]	0.24
2083	[2.6489284595190403, -1.380856431116249, 0.0020500000937317964, -1.2584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-147.69702941202053, 11.907524857649456]	0.24
2084	[2.894568790893059, -1.4906782304206783, 0.0020500000937317964, -1.4584073464102076]	[2.6489284595190403, -1.380856431116249, 0.0020500000937317964, -1.2584073464102077]	Right	[-6.558759745377057, 2.509264704163747]	0.24
2085	[2.6674495217727014, -1.2098097408442767, 0.0020500000937317964, -0.8584073464102078]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-77.4692684192318, 8.62383312004949]	0.24
2086	[2.8566501455996836, -1.046398835628374, 0.0020500000937317964, -0.8584073464102078]	[2.6674495217727014, -1.2098097408442767, 0.0020500000937317964, -0.8584073464102078]	Right	[-213.64942928409502, 14.321433312093145]	0.24
2087	[2.6282309045208847, -1.164401591125801, 0.0020500000937317964, -1.0584073464102077]	[2.8566501455996836, -1.046398835628374, 0.0020500000937317964, -0.8584073464102078]	Left	[-266.66666666666623, 15.999999999999988]	0.24
2088	[2.851572141137672, -1.15350700409902, 0.0020500000937317964, -1.0584073464102077]	[2.6282309045208847, -1.164401591125801, 0.0020500000937317964, -1.0584073464102077]	Right	[-83.49317432995537, 8.952845768623357]	0.24
2089	[2.7967997534590032, -1.2830799091442062, 0.0020500000937317964, -0.8584073464102078]	[2.8566501455996836, -1.046398835628374, 0.0020500000937317964, -0.8584073464102078]	Left	[-43.43891402714943, 6.457658822364608]	0.24
2090	[2.6296093970073047, -1.2424919218874573, 0.0020500000937317964, -1.0584073464102077]	[2.8566501455996836, -1.046398835628374, 0.0020500000937317964, -0.8584073464102078]	Left	[-383.9999999999962, 19.199999999999903]	0.24
2091	[2.8188100208342872, -1.0790810166715545, 0.0020500000937317964, -0.6584073464102078]	[2.6674495217727014, -1.2098097408442767, 0.0020500000937317964, -0.8584073464102078]	Right	[-602.0040063581084, 24.040046715923495]	0.24
2092	[2.6964384426457433, -1.2372745590544378, 0.0020500000937317964, -0.6584073464102078]	[2.8188100208342872, -1.0790810166715545, 0.0020500000937317964, -0.6584073464102078]	Left	[-602.0040063581035, 24.0400467159234]	0.24
2093	[2.8188100208342872, -1.0790810166715545, 0.0020500000937317964, -0.8584073464102078]	[2.6964384426457433, -1.2372745590544378, 0.0020500000937317964, -0.6584073464102078]	Right	[0]	0
2094	[2.7765810277666256, -1.3624830493821394, 0.0020500000937317964, -0.4584073464102078]	[2.8188100208342872, -1.0790810166715545, 0.0020500000937317964, -0.6584073464102078]	Left	[-27.25814978427685, 5.115449520120961]	0.24
2095	[2.635252653551471, -1.3163713302458793, 0.0020500000937317964, -0.4584073464102078]	[2.8188100208342872, -1.0790810166715545, 0.0020500000937317964, -0.6584073464102078]	Left	[-77.46926841923148, 8.623833120049472]	0.24
2096	[2.723756742210442, -1.13701964697905, 0.0020500000937317964, -0.4584073464102078]	[2.635252653551471, -1.3163713302458793, 0.0020500000937317964, -0.4584073464102078]	Right	[-77.46926841923153, 8.623833120049476]	0.24
2097	[2.8493029204972222, -1.1989725090403294, 0.0020500000937317964, -0.4584073464102078]	[2.635252653551471, -1.3163713302458793, 0.0020500000937317964, -0.4584073464102078]	Right	[-62.729571968866956, 7.760179707333605]	0.24
2098	[2.850474673471666, -1.422576236636644, 0.0020500000937317964, -0.4584073464102078]	[2.8493029204972222, -1.1989725090403294, 0.0020500000937317964, -0.4584073464102078]	Left	[-16.66666666666669, 4.000000000000003]	0.24
2099	[2.806222629142181, -1.5122520782700586, 0.0020500000937317964, -0.6584073464102078]	[2.8493029204972222, -1.1989725090403294, 0.0020500000937317964, -0.4584073464102078]	Left	[-14.201183431952666, 3.692307692307693]	0.24
2100	[2.8134325838438565, -1.1812716913085353, 0.0020500000937317964, -0.2584073464102078]	[2.635252653551471, -1.3163713302458793, 0.0020500000937317964, -0.4584073464102078]	Right	[-91.67433888188542, 9.381224084660275]	0.24
2101	[2.736770253235807, -1.4713111490823736, 0.0020500000937317964, -0.05840734641020778]	[2.8134325838438565, -1.1812716913085353, 0.0020500000937317964, -0.2584073464102078]	Left	[-27.97841074527807, 5.182593396695031]	0.24
2102	[2.7542824962640813, -1.1718227163439476, 0.0020500000937317964, 0.14159265358979223]	[2.736770253235807, -1.4713111490823736, 0.0020500000937317964, -0.05840734641020778]	Right	[-267.5573361591601, 16.026697810615687]	0.24
2103	[2.841906047672081, -1.3613540151804449, 0.0020500000937317964, -0.05840734641020778]	[2.7542824962640813, -1.1718227163439476, 0.0020500000937317964, 0.14159265358979223]	Left	[-41.479242121227124, 6.310314765237788]	0.24
2104	[2.7995206041526703, -1.0583631338363642, 0.0020500000937317964, -0.05840734641020778]	[2.841906047672081, -1.3613540151804449, 0.0020500000937317964, -0.05840734641020778]	Right	[-64.34504701959807, 7.859468502310709]	0.24
2105	[2.7966018969812914, -1.1082778726261018, 0.0020500000937317964, 0.14159265358979223]	[2.841906047672081, -1.3613540151804449, 0.0020500000937317964, -0.05840734641020778]	Right	[-164.6971958622544, 12.574152378103433]	0.24
2106	[2.831881898996258, -1.355775996776213, 0.0020500000937317964, -0.05840734641020778]	[2.7966018969812914, -1.1082778726261018, 0.0020500000937317964, 0.14159265358979223]	Left	[-7294.9522293197415, 83.68485012322692]	0.24
2107	[2.8493941420245323, -1.0562875640377871, 0.0020500000937317964, 0.14159265358979223]	[2.831881898996258, -1.355775996776213, 0.0020500000937317964, -0.05840734641020778]	Right	[-174.8629635989863, 12.956405560765178]	0.24
2108	[2.8594182907003556, -1.061865582442019, 0.0020500000937317964, -0.2584073464102078]	[2.841906047672081, -1.3613540151804449, 0.0020500000937317964, -0.05840734641020778]	Right	[-41.479242121227124, 6.310314765237788]	0.24
2109	[2.7247480685375383, -1.3365725740942471, 0.0020500000937317964, -0.2584073464102078]	[2.8594182907003556, -1.061865582442019, 0.0020500000937317964, -0.2584073464102078]	Left	[-66.94508431189675, 8.016687653851863]	0.24
2110	[2.8541119738435565, -1.1776601306867058, 0.0020500000937317964, -0.05840734641020778]	[2.736770253235807, -1.4713111490823736, 0.0020500000937317964, -0.05840734641020778]	Right	[-575.5892108881777, 23.506714837523567]	0.24
2111	[2.836599730815282, -1.4771485634251318, 0.0020500000937317964, -0.05840734641020778]	[2.8541119738435565, -1.1776601306867058, 0.0020500000937317964, -0.05840734641020778]	Left	[-96.0000000000001, 9.600000000000005]	0.24
2112	[2.7912955801244923, -1.2240724208707887, 0.0020500000937317964, -0.2584073464102078]	[2.836599730815282, -1.4771485634251318, 0.0020500000937317964, -0.05840734641020778]	Right	[-157.37704918032765, 12.291540473558005]	0.24
2113	[2.8755391066802503, -1.4532078136704374, 0.0020500000937317964, -0.05840734641020778]	[2.7912955801244923, -1.2240724208707887, 0.0020500000937317964, -0.2584073464102078]	Left	[-459.45446190015895, 21.00181619346652]	0.24
2114	[2.7401873597191257, -1.417432059386681, 0.0020500000937317964, -0.4584073464102078]	[2.7912955801244923, -1.2240724208707887, 0.0020500000937317964, -0.2584073464102078]	Left	[-74.6419161663733, 8.465000857632464]	0.24
2115	[2.7883768729531133, -1.2739871596605263, 0.0020500000937317964, -0.05840734641020778]	[2.836599730815282, -1.4771485634251318, 0.0020500000937317964, -0.05840734641020778]	Right	[-70.58823529411764, 8.231932086840423]	0.24
2116	[2.833681023643903, -1.5270633022148694, 0.0020500000937317964, -0.05840734641020778]	[2.7883768729531133, -1.2739871596605263, 0.0020500000937317964, -0.05840734641020778]	Left	[-384.00000000000045, 19.20000000000001]	0.24
2117	[2.7912955801244923, -1.2240724208707887, 0.0020500000937317964, -0.2584073464102078]	[2.833681023643903, -1.5270633022148694, 0.0020500000937317964, -0.05840734641020778]	Right	[-384.00000000000045, 19.20000000000001]	0.24
2118	[2.716804357719912, -1.470143666213822, 0.0020500000937317964, -0.2584073464102078]	[2.7883768729531133, -1.2739871596605263, 0.0020500000937317964, -0.05840734641020778]	Left	[-66.66666666666704, 8.000000000000023]	0.24
2119	[2.7109669433771537, -1.5699731437932973, 0.0020500000937317964, -0.2584073464102078]	[2.7883768729531133, -1.2739871596605263, 0.0020500000937317964, -0.05840734641020778]	Left	[-39.34426229508198, 6.145770236779008]	0.24
2120	[2.7876292739852033, -1.2799336860194592, 0.0020500000937317964, -0.2584073464102078]	[2.7109669433771537, -1.5699731437932973, 0.0020500000937317964, -0.2584073464102078]	Right	[-26725.998417076968, 160.17789635400348]	0.24
2121	[2.7825394586103553, -1.3738166372400016, 0.0020500000937317964, -0.2584073464102078]	[2.8541119738435565, -1.1776601306867058, 0.0020500000937317964, -0.05840734641020778]	Left	[-82.7586206896551, 8.913376232498486]	0.24
2122	[2.833647679015722, -1.1804569987241094, 0.0020500000937317964, -0.05840734641020778]	[2.7825394586103553, -1.3738166372400016, 0.0020500000937317964, -0.2584073464102078]	Right	[-2250.29974545064, 46.478895809093984]	0.24
2123	[2.8464247341170634, -1.1321170890951364, 0.0020500000937317964, -0.4584073464102078]	[2.7825394586103553, -1.3738166372400016, 0.0020500000937317964, -0.2584073464102078]	Right	[-450.01498577522403, 20.78495576959968]	0.24
2124	[2.7136686011286075, -1.4011446139953803, 0.0020500000937317964, -0.6584073464102078]	[2.8464247341170634, -1.1321170890951364, 0.0020500000937317964, -0.4584073464102078]	Left	[-174.86296359898793, 12.956405560765239]	0.24
2125	[2.6598630961485585, -1.3745933873976892, 0.0020500000937317964, -0.2584073464102078]	[2.8464247341170634, -1.1321170890951364, 0.0020500000937317964, -0.4584073464102078]	Left	[-63.78698020019931, 7.825311558793767]	0.24
2126	[2.789600128273399, -1.3828579197763642, 0.0020500000937317964, -0.6584073464102078]	[2.8464247341170634, -1.1321170890951364, 0.0020500000937317964, -0.4584073464102078]	Left	[-7294.952229319492, 83.68485012322549]	0.24
2127	[2.678762361681039, -1.4559786829607635, 0.0020500000937317964, -0.2584073464102078]	[2.8134325838438565, -1.1812716913085353, 0.0020500000937317964, -0.2584073464102078]	Left	[-44.89483182164522, 6.564985799587034]	0.24
2128	[2.8134325838438565, -1.1812716913085353, 0.0020500000937317964, -0.4584073464102078]	[2.678762361681039, -1.4559786829607635, 0.0020500000937317964, -0.2584073464102078]	Right	[0]	0
2129	[2.833450072493753, -1.4968652592850566, 0.0020500000937317964, -0.05840734641020778]	[2.8134325838438565, -1.1812716913085353, 0.0020500000937317964, -0.2584073464102078]	Left	[-13.359258589727306, 3.581185313012748]	0.24
2130	[2.850962315522027, -1.1973768265466307, 0.0020500000937317964, -0.05840734641020778]	[2.833450072493753, -1.4968652592850566, 0.0020500000937317964, -0.05840734641020778]	Right	[-575.5892108881823, 23.50671483752366]	0.24
2131	[2.848043608350648, -1.2472915653363683, 0.0020500000937317964, 0.14159265358979223]	[2.833450072493753, -1.4968652592850566, 0.0020500000937317964, -0.05840734641020778]	Right	[-172.76917432852787, 12.87860269421286]	0.24
2132	[2.8309800609725815, -1.552756514800094, 0.0020500000937317964, 0.14159265358979223]	[2.848043608350648, -1.2472915653363683, 0.0020500000937317964, 0.14159265358979223]	Left	[-306.71579146434397, 17.15946268989126]	0.24
2133	[2.7363005091615884, -1.3137255911335746, 0.0020500000937317964, -0.05840734641020778]	[2.8309800609725815, -1.552756514800094, 0.0020500000937317964, 0.14159265358979223]	Right	[-56.80473372781091, 7.384615384615401]	0.24
2134	[2.7886440585546217, -1.2557587658199603, 0.0020500000937317964, -0.05840734641020778]	[2.8309800609725815, -1.552756514800094, 0.0020500000937317964, 0.14159265358979223]	Right	[-266.6666666666691, 16.00000000000007]	0.24
2135	[2.729244508758595, -1.2642259663035522, 0.0020500000937317964, -0.05840734641020778]	[2.8309800609725815, -1.552756514800094, 0.0020500000937317964, 0.14159265358979223]	Right	[-66.66666666666679, 8.000000000000007]	0.24
2136	[2.823924060569588, -1.5032568899700718, 0.0020500000937317964, -0.05840734641020778]	[2.848043608350648, -1.2472915653363683, 0.0020500000937317964, 0.14159265358979223]	Left	[-7294.952229319638, 83.68485012322633]	0.24
2137	[2.788145921802963, -1.2437891167307136, 0.0020500000937317964, 0.14159265358979223]	[2.833450072493753, -1.4968652592850566, 0.0020500000937317964, -0.05840734641020778]	Right	[-211.08904592141457, 14.235360342631232]	0.24
2138	[2.8234259238179296, -1.4912872408808249, 0.0020500000937317964, 0.14159265358979223]	[2.788145921802963, -1.2437891167307136, 0.0020500000937317964, 0.14159265358979223]	Left	[-7294.9522293197415, 83.68485012322692]	0.24
2139	[2.7952019222059565, -1.2932887415607357, 0.0020500000937317964, -0.05840734641020778]	[2.8234259238179296, -1.4912872408808249, 0.0020500000937317964, 0.14159265358979223]	Right	[-384.00000000000176, 19.200000000000042]	0.24
2140	[2.7952019222059565, -1.2932887415607357, 0.0020500000937317964, 0.14159265358979223]	[2.8234259238179296, -1.4912872408808249, 0.0020500000937317964, 0.14159265358979223]	Right	[-384.00000000000176, 19.200000000000042]	0.24
2141	[2.764026374021903, -1.4997544413644168, 0.0020500000937317964, 0.34159265358979224]	[2.7952019222059565, -1.2932887415607357, 0.0020500000937317964, 0.14159265358979223]	Left	[-266.6666666666691, 16.00000000000007]	0.24
2142	[2.7200632694152516, -1.196988450154465, 0.0020500000937317964, 0.5415926535897923]	[2.764026374021903, -1.4997544413644168, 0.0020500000937317964, 0.34159265358979224]	Right	[-64.34504701959804, 7.859468502310707]	0.24
2143	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	[2.833450072493753, -1.4968652592850566, 0.0020500000937317964, -0.05840734641020778]	Right	[-71.4469945370081, 8.281854548078453]	0.24
2144	[2.7793498306796436, -1.5507358697869265, 0.0020500000937317964, -0.05840734641020778]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-164.69719586225432, 12.574152378103431]	0.24
2145	[2.8052447032814802, -1.6092974234969726, 0.0020500000937317964, -0.2584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-71.4469945370081, 8.281854548078453]	0.24
2146	[2.6761111026714497, -1.4717310279147333, 0.0020500000937317964, -0.4584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-37.81421096540122, 6.025084441465129]	0.24
2147	[2.766572775578302, -1.5990757794158994, 0.0020500000937317964, -0.05840734641020778]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-64.34504701959807, 7.859468502310709]	0.24
2148	[2.7793498306796436, -1.5507358697869265, 0.0020500000937317964, -0.2584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-164.69719586225432, 12.574152378103431]	0.24
2149	[2.663334047570108, -1.5200709375437065, 0.0020500000937317964, -0.05840734641020778]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-32.56669806394556, 5.591424696925438]	0.24
2150	[2.8307988134841637, -1.5126176042390265, 0.0020500000937317964, -0.2584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-3762.2634226388323, 60.098027303175925]	0.24
2151	[2.792126885780985, -1.5023959601579533, 0.0020500000937317964, -0.2584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-552.2972535395506, 23.026188642455978]	0.24
2152	[2.7341189942262174, -1.4870634940363434, 0.0020500000937317964, -0.2584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-96.35905589130239, 9.617936039278401]	0.24
2153	[2.766572775578302, -1.5990757794158994, 0.0020500000937317964, -0.4584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-64.34504701959807, 7.859468502310709]	0.24
2154	[2.8307988134841637, -1.5126176042390265, 0.0020500000937317964, -0.4584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-3762.2634226388323, 60.098027303175925]	0.24
2155	[2.8052447032814802, -1.6092974234969726, 0.0020500000937317964, -0.4584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-71.4469945370081, 8.281854548078453]	0.24
2156	[2.843916630984659, -1.619519067578046, 0.0020500000937317964, -0.05840734641020778]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-63.351677785465384, 7.798564654732739]	0.24
2157	[2.861428874012933, -1.32003063483962, 0.0020500000937317964, -0.2584073464102078]	[2.843916630984659, -1.619519067578046, 0.0020500000937317964, -0.05840734641020778]	Right	[-147.69702941201984, 11.90752485764943]	0.24
2158	[2.798612480293869, -1.366442925023703, 0.0020500000937317964, -0.2584073464102078]	[2.843916630984659, -1.619519067578046, 0.0020500000937317964, -0.05840734641020778]	Right	[-175.4983284939448, 12.979922779207394]	0.24
2159	[2.7219501496858194, -1.6564823827975412, 0.0020500000937317964, -0.05840734641020778]	[2.798612480293869, -1.366442925023703, 0.0020500000937317964, -0.2584073464102078]	Left	[-59.105623922467785, 7.5326886943221725]	0.24
2160	[2.7475042598885024, -1.5598025635395951, 0.0020500000937317964, -0.4584073464102078]	[2.798612480293869, -1.366442925023703, 0.0020500000937317964, -0.2584073464102078]	Left	[-74.6419161663733, 8.465000857632464]	0.24
2161	[2.8186299689437653, -1.6820364930002243, 0.0020500000937317964, -0.2584073464102078]	[2.798612480293869, -1.366442925023703, 0.0020500000937317964, -0.2584073464102078]	Left	[-211.08904592141457, 14.235360342631232]	0.24
2162	[2.766572775578302, -1.5990757794158994, 0.0020500000937317964, -0.2584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-64.34504701959807, 7.859468502310709]	0.24
2163	[2.83045805108501, -1.3573762312710342, 0.0020500000937317964, -0.2584073464102078]	[2.766572775578302, -1.5990757794158994, 0.0020500000937317964, -0.2584073464102078]	Right	[-157.37704918032728, 12.29154047355799]	0.24
2164	[2.792126885780985, -1.5023959601579533, 0.0020500000937317964, -0.4584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-552.2972535395506, 23.026188642455978]	0.24
2165	[2.7085648840235343, -1.5837433132942893, 0.0020500000937317964, -0.2584073464102078]	[2.785227214631584, -1.2937038555204512, 0.0020500000937317964, -0.2584073464102078]	Left	[-41.47924212122728, 6.310314765237799]	0.24
2166	[2.6930519334397034, -1.459298250633472, 0.0020500000937317964, -1.2584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-33.02186339110447, 5.630363119325456]	0.24
2167	[2.6728968152860917, -1.3214803591526705, 0.0020500000937317964, -1.2584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-268.91860027994335, 16.067415979825306]	0.24
2168	[2.6380338724922594, -1.1575151944994615, 0.0020500000937317964, -1.2584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-41.47924212122726, 6.310314765237798]	0.24
2169	[2.6380338724922594, -1.1575151944994615, 0.0020500000937317964, -0.8584073464102078]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-41.47924212122726, 6.310314765237798]	0.24
2170	[2.5944550838715803, -1.1820282355664964, 0.0020500000937317964, -0.8584073464102078]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-59.105623922467814, 7.532688694322174]	0.24
2171	[2.7444370904467457, -0.9732091806321179, 0.0020500000937317964, -0.8584073464102078]	[2.5944550838715803, -1.1820282355664964, 0.0020500000937317964, -0.8584073464102078]	Right	[-33.486444311904386, 5.669831261989038]	0.24
2172	[2.822874324950379, -1.0640254800690694, 0.0020500000937317964, -0.8584073464102078]	[2.5944550838715803, -1.1820282355664964, 0.0020500000937317964, -0.8584073464102078]	Right	[-364.29894484605813, 18.700988932466]	0.24
2173	[2.623870733152022, -1.2343227819113116, 0.0020500000937317964, -0.8584073464102078]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-174.8629635989878, 12.956405560765234]	0.24
2174	[2.811692864492584, -0.9928215459337526, 0.0020500000937317964, -1.0584073464102077]	[2.623870733152022, -1.2343227819113116, 0.0020500000937317964, -0.8584073464102078]	Right	[-63.78698020019949, 7.825311558793778]	0.24
2175	[2.6384670806098334, -1.296783431370408, 0.0020500000937317964, -1.0584073464102077]	[2.811692864492584, -0.9928215459337526, 0.0020500000937317964, -1.0584073464102077]	Left	[-233.3276408702405, 14.966446981011588]	0.24
2176	[2.6097075938117844, -1.311130369323162, 0.0020500000937317964, -1.0584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-26725.998417074356, 160.1778963539957]	0.24
2177	[2.6930519334397034, -1.459298250633472, 0.0020500000937317964, -1.0584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-33.02186339110447, 5.630363119325456]	0.24
2178	[2.8815302272626586, -1.284438498953482, 0.0020500000937317964, -1.2584073464102077]	[2.6930519334397034, -1.459298250633472, 0.0020500000937317964, -1.0584073464102077]	Right	[-30.573248407643252, 5.4175934206377585]	0.24
2179	[2.6293180266654126, -1.3459934002197054, 0.0020500000937317964, -1.2584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-575.5892108881809, 23.50671483752363]	0.24
2180	[2.8011984692446106, -1.2274307017906507, 0.0020500000937317964, -1.0584073464102077]	[2.6293180266654126, -1.3459934002197054, 0.0020500000937317964, -1.2584073464102077]	Right	[-63.889730379652136, 7.8316116581752215]	0.24
2181	[2.695519829749591, -1.4475034741966928, 0.0020500000937317964, -1.2584073464102077]	[2.8011984692446106, -1.2274307017906507, 0.0020500000937317964, -1.0584073464102077]	Left	[-65.36404366058132, 7.921457057521555]	0.24
2182	[2.6127201754216554, -1.4022904534706406, 0.0020500000937317964, -1.2584073464102077]	[2.8011984692446106, -1.2274307017906507, 0.0020500000937317964, -1.0584073464102077]	Left	[-278.67711862015756, 16.356345370386112]	0.24
2183	[2.8813539808918764, -1.4206174433649876, 0.0020500000937317964, -1.2584073464102077]	[2.6127201754216554, -1.4022904534706406, 0.0020500000937317964, -1.2584073464102077]	Right	[-21.944851908555396, 4.589886472693326]	0.24
2184	[2.9059406104901497, -1.4967456092761489, 0.0020500000937317964, -1.4584073464102076]	[2.6127201754216554, -1.4022904534706406, 0.0020500000937317964, -1.2584073464102077]	Right	[-11.49680833288172, 3.3221884352887705]	0.24
2185	[2.677705314430093, -1.7036481216639359, 0.0020500000937317964, -1.2584073464102077]	[2.9059406104901497, -1.4967456092761489, 0.0020500000937317964, -1.4584073464102076]	Left	[-10.101061916689487, 3.114003763649284]	0.24
