i	f_sup	f_swg	f_swg_id	traj_params	h_max
5664	[1.7937207551171401, 0.8553292948575866, 0.0020500000937317964, 2.3415926535897924]	[2.036506639671203, 0.9399166122361475, 0.0020500000937317964, 2.1415926535897922]	Right	[-37.67136996254781, 6.0136939699361065]	0.24
5665	[2.1442048584469924, 0.9388708242451258, 0.0020500000937317964, 1.9415926535897923]	[1.9008289081044916, 0.7369595893054013, 0.0020500000937317964, 1.9415926535897923]	Left	[-14.201183431952655, 3.692307692307691]	0.24
5666	[1.8645931326568244, 0.830163497902124, 0.0020500000937317964, 1.9415926535897923]	[2.1442048584469924, 0.9388708242451258, 0.0020500000937317964, 1.9415926535897923]	Right	[-96.00000000000004, 9.600000000000001]	0.24
5667	[1.8283573572091572, 0.9233674064988466, 0.0020500000937317964, 1.9415926535897923]	[2.1442048584469924, 0.9388708242451258, 0.0020500000937317964, 1.9415926535897923]	Right	[-24.00000000000001, 4.800000000000001]	0.24
5668	[1.932936552223786, 0.792359040467924, 0.0020500000937317964, 1.9415926535897923]	[2.1442048584469924, 0.9388708242451258, 0.0020500000937317964, 1.9415926535897923]	Right	[-234.1463414634141, 14.992681141306166]	0.24
5669	[2.187687788984193, 0.8270261339290587, 0.0020500000937317964, 1.7415926535897923]	[1.932936552223786, 0.792359040467924, 0.0020500000937317964, 1.9415926535897923]	Left	[-66.66666666666676, 8.000000000000005]	0.24
5670	[1.9175299564810444, 0.9224973104023831, 0.0020500000937317964, 1.7415926535897923]	[2.187687788984193, 0.8270261339290587, 0.0020500000937317964, 1.7415926535897923]	Right	[-55.90062385039064, 7.325612527043388]	0.24
5671	[2.174090417552174, 0.9058621123281355, 0.0020500000937317964, 1.9415926535897923]	[1.9175299564810444, 0.9224973104023831, 0.0020500000937317964, 1.7415926535897923]	Left	[-149.9999999999999, 11.999999999999995]	0.24
5672	[1.916220157030606, 0.7412324408271, 0.0020500000937317964, 2.1415926535897922]	[2.174090417552174, 0.9058621123281355, 0.0020500000937317964, 1.9415926535897923]	Right	[-29.216034712751195, 5.295978976944787]	0.24
5673	[1.8727372264934055, 0.8530771311431673, 0.0020500000937317964, 2.1415926535897922]	[2.174090417552174, 0.9058621123281355, 0.0020500000937317964, 1.9415926535897923]	Right	[-140.64800745666022, 11.619900479711253]	0.24
5674	[2.009424065627329, 0.7774682162747674, 0.0020500000937317964, 1.7415926535897923]	[2.174090417552174, 0.9058621123281355, 0.0020500000937317964, 1.9415926535897923]	Right	[-32.5666980639455, 5.591424696925434]	0.24
5675	[1.883215574164264, 0.6442785747041895, 0.0020500000937317964, 2.1415926535897922]	[2.137966810924671, 0.6789456681653241, 0.0020500000937317964, 1.9415926535897923]	Right	[-7294.95222931961, 83.68485012322616]	0.24
5676	[2.0395530897794245, 0.8635012496520139, 0.0020500000937317964, 2.1415926535897922]	[1.883215574164264, 0.6442785747041895, 0.0020500000937317964, 2.1415926535897922]	Left	[-21.94485190855543, 4.58988647269333]	0.24
5677	[2.093583320366238, 0.7793541511712242, 0.0020500000937317964, 1.9415926535897923]	[1.883215574164264, 0.6442785747041895, 0.0020500000937317964, 2.1415926535897922]	Left	[-79.65643057212344, 8.744722599902097]	0.24
5678	[1.9542553560695783, 0.9038038131432387, 0.0020500000937317964, 1.9415926535897923]	[1.883215574164264, 0.6442785747041895, 0.0020500000937317964, 2.1415926535897922]	Left	[-11.386403238632706, 3.3061982864140798]	0.24
5679	[1.7316117634284658, 0.9245361708446268, 0.0020500000937317964, 1.9415926535897923]	[1.9542553560695783, 0.9038038131432387, 0.0020500000937317964, 1.9415926535897923]	Right	[-9.455516341860191, 3.012855072549256]	0.24
5680	[1.767847538876133, 0.8313322622479041, 0.0020500000937317964, 1.9415926535897923]	[1.9542553560695783, 0.9038038131432387, 0.0020500000937317964, 1.9415926535897923]	Right	[-19.87624322588343, 4.368202547598736]	0.24
5681	[1.9759968213381787, 0.847881467985205, 0.0020500000937317964, 1.7415926535897923]	[1.767847538876133, 0.8313322622479041, 0.0020500000937317964, 1.9415926535897923]	Left	[-266.6666666666666, 15.999999999999996]	0.24
5682	[1.719436360267049, 0.8645166660594527, 0.0020500000937317964, 1.7415926535897923]	[1.9759968213381787, 0.847881467985205, 0.0020500000937317964, 1.7415926535897923]	Right	[-278.67711862015676, 16.35634537038609]	0.24
5683	[1.965798792764164, 0.9070084517845126, 0.0020500000937317964, 1.9415926535897923]	[1.719436360267049, 0.8645166660594527, 0.0020500000937317964, 1.7415926535897923]	Left	[-266.6666666666666, 15.999999999999998]	0.24
5684	[1.7545304865409577, 0.7604966680073109, 0.0020500000937317964, 2.1415926535897922]	[1.965798792764164, 0.9070084517845126, 0.0020500000937317964, 1.9415926535897923]	Right	[-79.65643057212344, 8.744722599902097]	0.24
5685	[2.0179409975446987, 0.8971600890443299, 0.0020500000937317964, 2.1415926535897922]	[1.883215574164264, 0.6442785747041895, 0.0020500000937317964, 2.1415926535897922]	Left	[-15.47794706882386, 3.8547151887099136]	0.24
5686	[1.8075732513427245, 0.7620845125772951, 0.0020500000937317964, 2.1415926535897922]	[2.0179409975446987, 0.8971600890443299, 0.0020500000937317964, 2.1415926535897922]	Right	[-48.97959183673463, 6.857142857142852]	0.24
5687	[2.092432685137182, 0.873686945249263, 0.0020500000937317964, 2.1415926535897922]	[1.8075732513427245, 0.7620845125772951, 0.0020500000937317964, 2.1415926535897922]	Left	[-157.37704918032682, 12.291540473557973]	0.24
5688	[1.882064938935208, 0.7386113687822283, 0.0020500000937317964, 1.9415926535897923]	[2.092432685137182, 0.873686945249263, 0.0020500000937317964, 2.1415926535897922]	Right	[-157.37704918032682, 12.291540473557973]	0.24
5689	[1.8075732513427245, 0.7620845125772951, 0.0020500000937317964, 1.9415926535897923]	[2.0179409975446987, 0.8971600890443299, 0.0020500000937317964, 2.1415926535897922]	Right	[-48.97959183673463, 6.857142857142852]	0.24
5690	[2.0871849771328925, 0.870791838920297, 0.0020500000937317964, 1.9415926535897923]	[1.8075732513427245, 0.7620845125772951, 0.0020500000937317964, 1.9415926535897923]	Left	[-174.86296359898702, 12.956405560765205]	0.24
5691	[2.0405830228345314, 0.8526739511964633, 0.0020500000937317964, 1.9415926535897923]	[1.8075732513427245, 0.7620845125772951, 0.0020500000937317964, 1.9415926535897923]	Left	[-385.28256406918575, 19.232037372738706]	0.24
5692	[1.7568431657159906, 0.8925699846127069, 0.0020500000937317964, 1.9415926535897923]	[2.0405830228345314, 0.8526739511964633, 0.0020500000937317964, 1.9415926535897923]	Right	[-48.979591836734784, 6.857142857142863]	0.24
5693	[1.8324337403724857, 0.8361247454591624, 0.0020500000937317964, 2.1415926535897922]	[2.0405830228345314, 0.8526739511964633, 0.0020500000937317964, 1.9415926535897923]	Right	[-157.37704918032753, 12.291540473558001]	0.24
5694	[1.854175205641086, 0.7802024003011288, 0.0020500000937317964, 1.7415926535897923]	[2.0405830228345314, 0.8526739511964633, 0.0020500000937317964, 1.9415926535897923]	Right	[-383.999999999997, 19.199999999999925]	0.24
5695	[2.034268437348754, 0.9127408018800228, 0.0020500000937317964, 1.5415926535897924]	[1.854175205641086, 0.7802024003011288, 0.0020500000937317964, 1.7415926535897923]	Left	[-263.1650696714494, 15.8946049615771]	0.24
5696	[2.0410671230647637, 0.8733228126804844, 0.0020500000937317964, 1.9415926535897923]	[1.854175205641086, 0.7802024003011288, 0.0020500000937317964, 1.7415926535897923]	Left	[-2250.2997454505703, 46.47889580909326]	0.24
5697	[1.757327265946223, 0.913218846096728, 0.0020500000937317964, 2.1415926535897922]	[2.0410671230647637, 0.8733228126804844, 0.0020500000937317964, 1.9415926535897923]	Right	[-35.459816316682186, 5.83450286348502]	0.24
5698	[1.7614553972745957, 0.7646154863374826, 0.0020500000937317964, 2.1415926535897922]	[2.0410671230647637, 0.8733228126804844, 0.0020500000937317964, 1.9415926535897923]	Right	[-108.59833234855932, 10.210504348689977]	0.24
5699	[1.8764007711399187, 0.7449289166271162, 0.0020500000937317964, 1.9415926535897923]	[2.0410671230647637, 0.8733228126804844, 0.0020500000937317964, 1.9415926535897923]	Right	[-552.2972535395492, 23.026188642455946]	0.24
5700	[1.8039292202445842, 0.9313367338205616, 0.0020500000937317964, 1.9415926535897923]	[2.0410671230647637, 0.8733228126804844, 0.0020500000937317964, 1.9415926535897923]	Right	[-37.8455687503868, 6.0275821023335165]	0.24
5701	[1.775155112990636, 0.8125727716657689, 0.0020500000937317964, 2.3415926535897924]	[2.0179409975446987, 0.8971600890443299, 0.0020500000937317964, 2.1415926535897922]	Right	[-23.99999999999996, 4.799999999999996]	0.24
5702	[1.9953576766308743, 0.7634784986055309, 0.0020500000937317964, 1.7415926535897923]	[2.1885565071098787, 0.5277366654457267, 0.0020500000937317964, 1.5415926535897924]	Right	[-21.546717313168973, 4.548059874346666]	0.24
5703	[2.2417201091279892, 0.8059702843305908, 0.0020500000937317964, 1.5415926535897924]	[1.9953576766308743, 0.7634784986055309, 0.0020500000937317964, 1.7415926535897923]	Left	[-11.964060671017473, 3.3890261498219183]	0.24
5704	[2.041805388519688, 0.8118101887908488, 0.0020500000937317964, 1.3415926535897924]	[2.2417201091279892, 0.8059702843305908, 0.0020500000937317964, 1.5415926535897924]	Right	[-213.64942928409548, 14.32143331209316]	0.24
5705	[2.2592951241646357, 0.8637545329400507, 0.0020500000937317964, 1.3415926535897924]	[2.041805388519688, 0.8118101887908488, 0.0020500000937317964, 1.3415926535897924]	Left	[-263.1650696714504, 15.894604961577132]	0.24
5706	[2.337523778018647, 0.9789946202195616, 0.0020500000937317964, 1.1415926535897924]	[2.041805388519688, 0.8118101887908488, 0.0020500000937317964, 1.3415926535897924]	Left	[-24.54253495681058, 4.853950304498198]	0.24
5707	[1.9400960568774603, 0.7547557248384874, 0.0020500000937317964, 1.5415926535897924]	[2.2417201091279892, 0.8059702843305908, 0.0020500000937317964, 1.5415926535897924]	Right	[-306.7157914643413, 17.159462689891186]	0.24
5708	[2.1400107774857613, 0.7489158203782295, 0.0020500000937317964, 1.3415926535897924]	[1.9400960568774603, 0.7547557248384874, 0.0020500000937317964, 1.5415926535897924]	Left	[-70.58823529411757, 8.23193208684042]	0.24
5709	[2.2440560709120922, 0.8859361725739112, 0.0020500000937317964, 1.7415926535897923]	[1.9400960568774603, 0.7547557248384874, 0.0020500000937317964, 1.5415926535897924]	Left	[-150.00000000000006, 12.000000000000002]	0.24
5710	[2.2440560709120922, 0.8859361725739112, 0.0020500000937317964, 1.3415926535897924]	[1.9400960568774603, 0.7547557248384874, 0.0020500000937317964, 1.5415926535897924]	Left	[-150.00000000000006, 12.000000000000002]	0.24
5711	[2.0629186704180387, 0.9898074493652205, 0.0020500000937317964, 1.1415926535897924]	[2.2440560709120922, 0.8859361725739112, 0.0020500000937317964, 1.3415926535897924]	Right	[-13.649022406698148, 3.6198151210290037]	0.24
5712	[1.9869620375109582, 0.8843058383944915, 0.0020500000937317964, 1.1415926535897924]	[2.2440560709120922, 0.8859361725739112, 0.0020500000937317964, 1.3415926535897924]	Right	[-50.58048465839711, 6.968304332623628]	0.24
5713	[2.2725469513339784, 0.9075707690133011, 0.0020500000937317964, 1.1415926535897924]	[1.9869620375109582, 0.8843058383944915, 0.0020500000937317964, 1.1415926535897924]	Left	[-750.1253938268499, 26.835058749214166]	0.24
5714	[2.0629186704180387, 0.9898074493652205, 0.0020500000937317964, 1.3415926535897924]	[2.2440560709120922, 0.8859361725739112, 0.0020500000937317964, 1.3415926535897924]	Right	[-13.649022406698148, 3.6198151210290037]	0.24
5715	[2.2985845736384336, 1.119659603984678, 0.0020500000937317964, 1.5415926535897924]	[2.0629186704180387, 0.9898074493652205, 0.0020500000937317964, 1.3415926535897924]	Left	[-16.66666666666666, 3.999999999999999]	0.24
5716	[2.320012703819173, 0.9914377835446402, 0.0020500000937317964, 1.3415926535897924]	[2.0629186704180387, 0.9898074493652205, 0.0020500000937317964, 1.3415926535897924]	Left	[-56.8047337278105, 7.384615384615374]	0.24
5717	[2.395969336726253, 1.0969393945153691, 0.0020500000937317964, 1.3415926535897924]	[2.0629186704180387, 0.9898074493652205, 0.0020500000937317964, 1.3415926535897924]	Left	[-14.201183431952648, 3.6923076923076903]	0.24
5718	[2.28949648985071, 1.0807056987495502, 0.0020500000937317964, 1.3415926535897924]	[2.0629186704180387, 0.9898074493652205, 0.0020500000937317964, 1.3415926535897924]	Left	[-23.999999999999982, 4.799999999999998]	0.24
5719	[2.2106342507452634, 0.6939069793888925, 0.0020500000937317964, 1.7415926535897923]	[1.9812685325381723, 0.5528702206649864, 0.0020500000937317964, 1.7415926535897923]	Left	[-37.49999999999997, 5.999999999999997]	0.24
5720	[2.3742828928200033, 0.4328387309455405, 0.0020500000937317964, 2.1415926535897922]	[2.1920032069549307, 0.21176382029096052, 0.0020500000937317964, 1.9415926535897923]	Left	[-117.2902347028416, 10.611249941205227]	0.24
5721	[2.238406834210512, 0.2742900106834389, 0.0020500000937317964, 1.9415926535897923]	[2.3742828928200033, 0.4328387309455405, 0.0020500000937317964, 2.1415926535897922]	Right	[-158.34212868609356, 12.3291704318924]	0.24
5722	[3.002392010659051, 0.12384031969540743, 0.0020500000937317964, 2.7415926535897928]	[2.8839872167500578, -0.15825949380926135, 0.0020500000937317964, 2.941592653589793]	Left	[-66.66666666666693, 8.000000000000016]	0.24
5723	[2.793460408566167, -0.11353614427459294, 0.0020500000937317964, 2.5415926535897926]	[3.002392010659051, 0.12384031969540743, 0.0020500000937317964, 2.7415926535897928]	Right	[-94.16121052535104, 9.507616005305273]	0.24
5724	[2.885566507966456, -0.15247797850545802, 0.0020500000937317964, 2.941592653589793]	[3.002392010659051, 0.12384031969540743, 0.0020500000937317964, 2.7415926535897928]	Right	[-26725.99841707654, 160.17789635400223]	0.24
5725	[3.003971301875449, 0.12962183499921076, 0.0020500000937317964, 2.7415926535897928]	[2.885566507966456, -0.15247797850545802, 0.0020500000937317964, 2.941592653589793]	Left	[-26725.99841707654, 160.17789635400223]	0.24
5726	[2.673722479345792, -0.0629117597744683, 0.0020500000937317964, 2.941592653589793]	[3.002392010659051, 0.12384031969540743, 0.0020500000937317964, 2.7415926535897928]	Right	[-18.010429102893582, 4.158126012854569]	0.24
5727	[2.6353166208001864, 0.2509751466574103, 0.0020500000937317964, 2.941592653589793]	[2.673722479345792, -0.0629117597744683, 0.0020500000937317964, 2.941592653589793]	Left	[-6.361508376030524, 2.471244229328478]	0.24
5728	[2.5762470246070306, 0.16091526210508864, 0.0020500000937317964, 2.7415926535897928]	[2.673722479345792, -0.0629117597744683, 0.0020500000937317964, 2.941592653589793]	Left	[-5.246644183077675, 2.2442768135313806]	0.24
5729	[2.332572377224781, 0.04679836492006881, 0.0020500000937317964, 2.941592653589793]	[2.5762470246070306, 0.16091526210508864, 0.0020500000937317964, 2.7415926535897928]	Right	[-7.475488362039949, 2.6788932094352607]	0.24
5730	[2.205827725912123, 0.3275754889234903, 0.0020500000937317964, 2.941592653589793]	[2.332572377224781, 0.04679836492006881, 0.0020500000937317964, 2.941592653589793]	Left	[-5.818672418707916, 2.3634562661406706]	0.24
5731	[2.782193806715032, 0.1701847248381384, 0.0020500000937317964, 2.941592653589793]	[2.673722479345792, -0.0629117597744683, 0.0020500000937317964, 2.941592653589793]	Left	[-18.959198121908813, 4.266243101023717]	0.24
5732	[2.6444532827718956, -0.005961657650603774, 0.0020500000937317964, 3.141592653589793]	[2.782193806715032, 0.1701847248381384, 0.0020500000937317964, 2.941592653589793]	Right	[-234.14634146341504, 14.992681141306194]	0.24
5733	[2.6444532827718956, 0.24403834234939623, 0.0020500000937317964, 3.3415926535897933]	[2.6444532827718956, -0.005961657650603774, 0.0020500000937317964, 3.141592653589793]	Left	[-39.30108143081843, 6.142396777609346]	0.24
5734	[2.673722479345792, -0.0629117597744683, 0.0020500000937317964, 3.141592653589793]	[2.782193806715032, 0.1701847248381384, 0.0020500000937317964, 2.941592653589793]	Right	[0]	0
5735	[2.443722479345792, 0.18708824022553175, 0.0020500000937317964, 3.141592653589793]	[2.673722479345792, -0.0629117597744683, 0.0020500000937317964, 3.141592653589793]	Left	[-8.358832977611682, 2.832751252494157]	0.24
5736	[2.213722479345792, -0.11291175977446818, 0.0020500000937317964, 3.141592653589793]	[2.443722479345792, 0.18708824022553175, 0.0020500000937317964, 3.141592653589793]	Right	[-4.483886034563289, 2.0747362707536485]	0.24
5737	[2.033722479345792, 0.13708824022553182, 0.0020500000937317964, 2.941592653589793]	[2.213722479345792, -0.11291175977446818, 0.0020500000937317964, 3.141592653589793]	Left	[-5.627198124267288, 2.3242440059719627]	0.24
5738	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	[2.673722479345792, -0.0629117597744683, 0.0020500000937317964, 2.941592653589793]	Left	[-11.487432335474276, 3.3208334860476376]	0.24
5739	[2.653456345504804, -0.11689844420621998, 0.0020500000937317964, 2.941592653589793]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-288.69764275050574, 16.647814782742074]	0.24
5740	[2.7734563455048042, -0.16689844420621996, 0.0020500000937317964, 3.141592653589793]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-46.24260840018177, 6.662800016822844]	0.24
5741	[2.713456345504804, -0.16689844420621996, 0.0020500000937317964, 3.141592653589793]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-77.46926841923158, 8.623833120049479]	0.24
5742	[2.713456345504804, -0.06689844420621999, 0.0020500000937317964, 3.141592653589793]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-602.0040063581114, 24.040046715923555]	0.24
5743	[2.483456345504804, -0.06689844420621996, 0.0020500000937317964, 3.3415926535897933]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-26.506819252054164, 5.044457005661957]	0.24
5744	[2.533456345504804, -0.16689844420621996, 0.0020500000937317964, 2.941592653589793]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-31.487985578148074, 5.498042029215687]	0.24
5745	[2.4950504869591983, 0.14698846222565864, 0.0020500000937317964, 2.941592653589793]	[2.533456345504804, -0.16689844420621996, 0.0020500000937317964, 2.941592653589793]	Left	[-20.044278974283277, 4.386628296916887]	0.24
5746	[2.4354496877206797, -0.1470315111267138, 0.0020500000937317964, 3.141592653589793]	[2.4950504869591983, 0.14698846222565864, 0.0020500000937317964, 2.941592653589793]	Right	[-95.9999999999997, 9.599999999999984]	0.24
5747	[2.3766456930502056, -0.13511135127901014, 0.0020500000937317964, 2.7415926535897928]	[2.4950504869591983, 0.14698846222565864, 0.0020500000937317964, 2.941592653589793]	Right	[-37.500000000000085, 6.000000000000007]	0.24
5748	[2.4459143573057958, 0.10593190656539908, 0.0020500000937317964, 2.7415926535897928]	[2.533456345504804, -0.16689844420621996, 0.0020500000937317964, 2.941592653589793]	Left	[-13.274904341770595, 3.569861085266452]	0.24
5749	[2.275924589443777, -0.03933845800431282, 0.0020500000937317964, 2.7415926535897928]	[2.4459143573057958, 0.10593190656539908, 0.0020500000937317964, 2.7415926535897928]	Right	[-11.623098446334133, 3.340385383227625]	0.24
5750	[2.2022397099235462, -0.008184990619620747, 0.0020500000937317964, 2.941592653589793]	[2.4459143573057958, 0.10593190656539908, 0.0020500000937317964, 2.7415926535897928]	Right	[-7.116676877737605, 2.6138113555932265]	0.24
5751	[2.3843525142533735, -0.1937514921739854, 0.0020500000937317964, 2.7415926535897928]	[2.4459143573057958, 0.10593190656539908, 0.0020500000937317964, 2.7415926535897928]	Right	[-41.82452761157595, 6.336524797324865]	0.24
5752	[2.3332876435546996, 0.04497927454980272, 0.0020500000937317964, 2.7415926535897928]	[2.3843525142533735, -0.1937514921739854, 0.0020500000937317964, 2.7415926535897928]	Left	[-58.536585365853476, 7.4963405706530795]	0.24
5753	[2.106984518817133, -0.13076740602770737, 0.0020500000937317964, 2.5415926535897926]	[2.3332876435546996, 0.04497927454980272, 0.0020500000937317964, 2.7415926535897928]	Right	[-11.866501854140902, 3.375180258886222]	0.24
5754	[2.416645160731899, 0.16288200868926356, 0.0020500000937317964, 3.141592653589793]	[2.533456345504804, -0.16689844420621996, 0.0020500000937317964, 2.941592653589793]	Left	[-10.788486082242251, 3.2182210363728223]	0.24
5755	[2.2366451607318987, -0.13711799131073643, 0.0020500000937317964, 2.941592653589793]	[2.416645160731899, 0.16288200868926356, 0.0020500000937317964, 3.141592653589793]	Right	[-10.788486082242251, 3.2182210363728223]	0.24
5756	[2.1099005094192407, 0.14365913269268504, 0.0020500000937317964, 2.941592653589793]	[2.2366451607318987, -0.13711799131073643, 0.0020500000937317964, 2.941592653589793]	Left	[-10.162838303774423, 3.1235116090105133]	0.24
5757	[2.2175750322204366, 0.0708154841052156, 0.0020500000937317964, 3.141592653589793]	[2.2366451607318987, -0.13711799131073643, 0.0020500000937317964, 2.941592653589793]	Left	[-19.956278697612767, 4.376988410963439]	0.24
5758	[2.0375750322204365, -0.2291845158947844, 0.0020500000937317964, 3.3415926535897933]	[2.2175750322204366, 0.0708154841052156, 0.0020500000937317964, 3.141592653589793]	Right	[-19.956278697612767, 4.376988410963439]	0.24
5759	[2.1883058356465397, 0.12776558622908013, 0.0020500000937317964, 2.7415926535897928]	[2.2366451607318987, -0.13711799131073643, 0.0020500000937317964, 2.941592653589793]	Left	[-17.98695591347416, 4.155415463817691]	0.24
5760	[2.0909512500693768, -0.10249966227164109, 0.0020500000937317964, 2.5415926535897926]	[2.1883058356465397, 0.12776558622908013, 0.0020500000937317964, 2.7415926535897928]	Right	[-42.809089062990736, 6.410672780642536]	0.24
5761	[1.898578138564146, 0.03311960615949286, 0.0020500000937317964, 2.5415926535897926]	[2.1883058356465397, 0.12776558622908013, 0.0020500000937317964, 2.7415926535897928]	Right	[-6.7006280989558356, 2.5362576712545595]	0.24
5762	[1.985437319091689, 0.33718453797189984, 0.0020500000937317964, 2.7415926535897928]	[1.898578138564146, 0.03311960615949286, 0.0020500000937317964, 2.5415926535897926]	Left	[-11.29253239362573, 3.292541738213914]	0.24
5763	[1.8880827335145263, 0.10691928947117862, 0.0020500000937317964, 2.941592653589793]	[1.985437319091689, 0.33718453797189984, 0.0020500000937317964, 2.7415926535897928]	Right	[-172.7691743285273, 12.878602694212839]	0.24
5764	[2.14621490970955, -0.12586476281016012, 0.0020500000937317964, 2.5415926535897926]	[2.1883058356465397, 0.12776558622908013, 0.0020500000937317964, 2.7415926535897928]	Right	[-115.60324095963458, 10.534662373386686]	0.24
5765	[1.898578138564146, 0.03311960615949286, 0.0020500000937317964, 2.7415926535897928]	[2.1883058356465397, 0.12776558622908013, 0.0020500000937317964, 2.7415926535897928]	Right	[-6.7006280989558356, 2.5362576712545595]	0.24
5766	[1.7646177784052126, 0.30689802369105956, 0.0020500000937317964, 2.7415926535897928]	[1.898578138564146, 0.03311960615949286, 0.0020500000937317964, 2.7415926535897928]	Left	[-4.536862003780718, 2.0869565217391304]	0.24
5767	[2.2275084987601894, 0.11981881299727765, 0.0020500000937317964, 2.7415926535897928]	[2.2366451607318987, -0.13711799131073643, 0.0020500000937317964, 2.941592653589793]	Left	[-25.51351549281745, 4.949037772446756]	0.24
5768	[1.9643629342625073, -0.040351133887886415, 0.0020500000937317964, 2.7415926535897928]	[2.2275084987601894, 0.11981881299727765, 0.0020500000937317964, 2.7415926535897928]	Right	[-11.496808332881688, 3.322188435288766]	0.24
5769	[2.416645160731899, -0.13711799131073643, 0.0020500000937317964, 3.141592653589793]	[2.416645160731899, 0.16288200868926356, 0.0020500000937317964, 3.141592653589793]	Right	[-66.0623418388211, 7.963657963854817]	0.24
5770	[2.2366451607318987, 0.06288200868926361, 0.0020500000937317964, 3.3415926535897933]	[2.416645160731899, -0.13711799131073643, 0.0020500000937317964, 3.141592653589793]	Left	[-22.641509433962234, 4.6621721393148645]	0.24
5771	[2.2366451607318987, -0.037117991310736426, 0.0020500000937317964, 2.941592653589793]	[2.416645160731899, 0.16288200868926356, 0.0020500000937317964, 3.141592653589793]	Right	[-9.148098100451772, 2.963473329799629]	0.24
5772	[2.178372369106787, 0.17876225733701806, 0.0020500000937317964, 2.941592653589793]	[2.2366451607318987, -0.037117991310736426, 0.0020500000937317964, 2.941592653589793]	Left	[-16.834395250142773, 4.020077044054885]	0.24
5773	[1.9914957155102477, -0.038440680811983735, 0.0020500000937317964, 2.941592653589793]	[2.178372369106787, 0.17876225733701806, 0.0020500000937317964, 2.941592653589793]	Right	[-15.973377703826971, 3.915921678950422]	0.24
5774	[2.2962459599704172, 0.25690198204163606, 0.0020500000937317964, 2.941592653589793]	[2.2366451607318987, -0.037117991310736426, 0.0020500000937317964, 2.941592653589793]	Left	[-41.13864407581047, 6.2843534522477364]	0.24
5775	[2.0112298478284134, 0.008575954772127747, 0.0020500000937317964, 3.141592653589793]	[2.2962459599704172, 0.25690198204163606, 0.0020500000937317964, 2.941592653589793]	Right	[-18.147448015122915, 4.173913043478265]	0.24
5776	[2.0712298478284135, 0.20857595477212776, 0.0020500000937317964, 3.3415926535897933]	[2.0112298478284134, 0.008575954772127747, 0.0020500000937317964, 3.141592653589793]	Left	[-18.12426826311757, 4.17124652023743]	0.24
5777	[1.8312298478284135, 0.2085759547721278, 0.0020500000937317964, 3.3415926535897933]	[2.0112298478284134, 0.008575954772127747, 0.0020500000937317964, 3.141592653589793]	Left	[-4.392077270717207, 2.0533860279763565]	0.24
5778	[2.0801001097999814, 0.0966491460164988, 0.0020500000937317964, 2.941592653589793]	[2.2962459599704172, 0.25690198204163606, 0.0020500000937317964, 2.941592653589793]	Right	[-22.641509433962277, 4.662172139314869]	0.24
5779	[1.9632889250270764, 0.4264295989119823, 0.0020500000937317964, 3.141592653589793]	[2.0801001097999814, 0.0966491460164988, 0.0020500000937317964, 2.941592653589793]	Left	[-6.876790830945558, 2.569381092346508]	0.24
5780	[2.0701666432602286, 0.04764581712443672, 0.0020500000937317964, 2.7415926535897928]	[2.2962459599704172, 0.25690198204163606, 0.0020500000937317964, 2.941592653589793]	Right	[-27.507163323782322, 5.138762184693025]	0.24
5781	[2.1675212288373915, 0.27791106562515794, 0.0020500000937317964, 2.5415926535897926]	[2.0701666432602286, 0.04764581712443672, 0.0020500000937317964, 2.7415926535897928]	Left	[-56.432619047052114, 7.360388188483678]	0.24
5782	[1.9390457480710295, 0.19189388891852738, 0.0020500000937317964, 2.5415926535897926]	[2.1675212288373915, 0.27791106562515794, 0.0020500000937317964, 2.5415926535897926]	Right	[-25.263028008514834, 4.924683430249527]	0.24
5783	[2.242255805592997, 0.30059901478678314, 0.0020500000937317964, 2.5415926535897926]	[2.0701666432602286, 0.04764581712443672, 0.0020500000937317964, 2.7415926535897928]	Left	[-198.98981822056322, 13.821368437739466]	0.24
5784	[1.9903295020835183, 0.10946257765338338, 0.0020500000937317964, 2.5415926535897926]	[2.242255805592997, 0.30059901478678314, 0.0020500000937317964, 2.5415926535897926]	Right	[-94.16121052535053, 9.507616005305247]	0.24
5785	[2.0191017725615548, 0.28637658384822484, 0.0020500000937317964, 2.7415926535897928]	[2.0701666432602286, 0.04764581712443672, 0.0020500000937317964, 2.7415926535897928]	Left	[-12.35876685009755, 3.444476183121847]	0.24
5786	[2.05804360679242, 0.3784826832485133, 0.0020500000937317964, 2.5415926535897926]	[2.0701666432602286, 0.04764581712443672, 0.0020500000937317964, 2.7415926535897928]	Left	[-13.42240066211569, 3.5896385104396042]	0.24
5787	[2.2033139713621317, 0.20849291538649464, 0.0020500000937317964, 2.5415926535897926]	[2.0701666432602286, 0.04764581712443672, 0.0020500000937317964, 2.7415926535897928]	Left	[-87.43334836568233, 9.161660025948082]	0.24
