i	f_sup	f_swg	f_swg_id	traj_params	h_max
6811	[2.6715349309352963, -0.0278493810271761, 0.0020500000937317964, -0.8584073464102076]	[2.535435626367345, -0.3018511680580641, 0.0020500000937317964, -0.6584073464102076]	Right	[-75.15320274497475, 8.493943408993008]	0.24
6812	[2.4215592258476906, -0.01701408233240366, 0.0020500000937317964, -0.6584073464102076]	[2.612138342161093, 0.0683064921218429, 0.0020500000937317964, -0.8584073464102076]	Left	[-3762.263422638777, 60.09802730317548]	0.24
6813	[2.499996460351324, -0.10783038176935511, 0.0020500000937317964, -0.6584073464102076]	[2.612138342161093, 0.0683064921218429, 0.0020500000937317964, -0.8584073464102076]	Left	[-67.41272168500466, 8.04463876240596]	0.24
6814	[2.622368038539868, 0.050363160613528135, 0.0020500000937317964, -0.8584073464102076]	[2.499996460351324, -0.10783038176935511, 0.0020500000937317964, -0.6584073464102076]	Right	[-2250.2997454505708, 46.478895809093274]	0.24
6815	[2.700418995801869, 0.05320007275268576, 0.0020500000937317964, -0.4584073464102076]	[2.499996460351324, -0.10783038176935511, 0.0020500000937317964, -0.6584073464102076]	Right	[-119.67571302402335, 10.718613926392834]	0.24
6816	[2.513857357833364, -0.18927622554986706, 0.0020500000937317964, -0.6584073464102076]	[2.700418995801869, 0.05320007275268576, 0.0020500000937317964, -0.4584073464102076]	Left	[-140.64800745666045, 11.619900479711262]	0.24
6817	[2.731011890349005, 0.09274845834840656, 0.0020500000937317964, -0.8584073464102076]	[2.499996460351324, -0.10783038176935511, 0.0020500000937317964, -0.6584073464102076]	Right	[-65.18050510829892, 7.91032773682399]	0.24
6818	[2.652960933087004, 0.08991154620924893, 0.0020500000937317964, -0.8584073464102076]	[2.499996460351324, -0.10783038176935511, 0.0020500000937317964, -0.6584073464102076]	Right	[-450.01498577522426, 20.784955769599687]	0.24
6819	[2.5405935700895608, -0.2313288622494871, 0.0020500000937317964, -1.0584073464102075]	[2.612138342161093, 0.0683064921218429, 0.0020500000937317964, -0.8584073464102076]	Left	[-16.56941322606681, 3.9883125124573846]	0.24
6820	[2.7879031624733996, -0.16105820325912767, 0.0020500000937317964, -1.0584073464102075]	[2.5405935700895608, -0.2313288622494871, 0.0020500000937317964, -1.0584073464102075]	Right	[-11.496808332881729, 3.322188435288772]	0.24
6821	[2.5405935700895608, -0.23132886224948712, 0.0020500000937317964, -0.8584073464102076]	[2.7879031624733996, -0.16105820325912767, 0.0020500000937317964, -1.0584073464102075]	Left	[-1.2461512460483586e+33, 3.458764513820541e+16]	0.24
6822	[2.639190419657684, -0.5085988773164627, 0.0020500000937317964, -1.0584073464102075]	[2.7879031624733996, -0.16105820325912767, 0.0020500000937317964, -1.0584073464102075]	Left	[-11.08545034642033, 3.262212796946808]	0.24
6823	[2.7835452395599765, -0.2552973061192497, 0.0020500000937317964, -1.0584073464102075]	[2.5405935700895608, -0.2313288622494871, 0.0020500000937317964, -1.0584073464102075]	Right	[-7.158850424209547, 2.621544660546748]	0.24
6824	[2.6092300850772587, -0.3533494703873895, 0.0020500000937317964, -1.0584073464102075]	[2.7835452395599765, -0.2552973061192497, 0.0020500000937317964, -1.0584073464102075]	Left	[-48.97959183673463, 6.857142857142852]	0.24
6825	[2.424316210820531, -0.1731947438557162, 0.0020500000937317964, -0.8584073464102076]	[2.612138342161093, 0.0683064921218429, 0.0020500000937317964, -0.8584073464102076]	Left	[-45.5741218377109, 6.614465735356292]	0.24
6826	[2.4504619556550757, -0.20346684366803333, 0.0020500000937317964, -0.8584073464102076]	[2.612138342161093, 0.0683064921218429, 0.0020500000937317964, -0.8584073464102076]	Left	[-29.881957735301395, 5.355994718620374]	0.24
6827	[2.5732757511327415, -0.26916898701488357, 0.0020500000937317964, -0.8584073464102076]	[2.612138342161093, 0.0683064921218429, 0.0020500000937317964, -0.8584073464102076]	Left	[-11.392581744251789, 3.3070951716698023]	0.24
6828	[2.8539864818806295, -0.2117104311420908, 0.0020500000937317964, -0.6584073464102076]	[2.5732757511327415, -0.26916898701488357, 0.0020500000937317964, -0.8584073464102076]	Right	[-7.012417823228626, 2.594594594594593]	0.24
6829	[2.6535639464300846, -0.37274088566413166, 0.0020500000937317964, -0.6584073464102076]	[2.8539864818806295, -0.2117104311420908, 0.0020500000937317964, -0.6584073464102076]	Left	[-55.90062385039056, 7.325612527043383]	0.24
6830	[2.811757488812968, -0.4951124638526756, 0.0020500000937317964, -0.6584073464102076]	[2.8539864818806295, -0.2117104311420908, 0.0020500000937317964, -0.6584073464102076]	Left	[-8.895148937873389, 2.9222154233318345]	0.24
6831	[2.9172638988337827, -0.26065906241750836, 0.0020500000937317964, -0.4584073464102076]	[2.811757488812968, -0.4951124638526756, 0.0020500000937317964, -0.6584073464102076]	Right	[-150.00000000000045, 12.000000000000018]	0.24
6832	[3.137689044240379, -0.3679565706480403, 0.0020500000937317964, -0.6584073464102076]	[2.811757488812968, -0.4951124638526756, 0.0020500000937317964, -0.6584073464102076]	Right	[-9.151572926596751, 2.9640361012533027]	0.24
6833	[3.1060503357638023, -0.3434822550103315, 0.0020500000937317964, -0.8584073464102076]	[2.811757488812968, -0.4951124638526756, 0.0020500000937317964, -0.6584073464102076]	Right	[-11.866501854140898, 3.3751802588862216]	0.24
6834	[2.9154712194503998, -0.4288028294645781, 0.0020500000937317964, -0.6584073464102076]	[3.1060503357638023, -0.3434822550103315, 0.0020500000937317964, -0.8584073464102076]	Left	[-63.35167778546541, 7.798564654732741]	0.24
6835	[3.1464866494480805, -0.22822398934681642, 0.0020500000937317964, -0.6584073464102076]	[2.9154712194503998, -0.4288028294645781, 0.0020500000937317964, -0.6584073464102076]	Right	[-64.34504701959806, 7.859468502310708]	0.24
6836	[3.2503582659263954, -0.3717882164027996, 0.0020500000937317964, -0.6584073464102076]	[2.9154712194503998, -0.4288028294645781, 0.0020500000937317964, -0.6584073464102076]	Right	[-44.39099817964322, 6.528043983649121]	0.24
6837	[2.8523516883381292, -0.5897280596332412, 0.0020500000937317964, -0.8584073464102076]	[2.8539864818806295, -0.2117104311420908, 0.0020500000937317964, -0.6584073464102076]	Left	[-5.31439349140498, 2.258720379274243]	0.24
6838	[2.865680861811481, -0.1487561502865931, 0.0020500000937317964, -1.0584073464102075]	[2.5732757511327415, -0.26916898701488357, 0.0020500000937317964, -0.8584073464102076]	Right	[-8.617594254937169, 2.8762632850175036]	0.24
6839	[2.760546907616445, -0.4717837832768932, 0.0020500000937317964, -1.0584073464102075]	[2.865680861811481, -0.1487561502865931, 0.0020500000937317964, -1.0584073464102075]	Left	[-12.611128721943757, 3.479465989640653]	0.24
6840	[2.7169681189957653, -0.4962968243439281, 0.0020500000937317964, -0.8584073464102076]	[2.865680861811481, -0.1487561502865931, 0.0020500000937317964, -1.0584073464102075]	Left	[-13.290038987645836, 3.5718954951314017]	0.24
6841	[2.8669501255709307, -0.2874777694095495, 0.0020500000937317964, -1.0584073464102075]	[2.7169681189957653, -0.4962968243439281, 0.0020500000937317964, -0.8584073464102076]	Right	[-49.88231244568634, 6.920044793775462]	0.24
6842	[2.6784718317479754, -0.4623375210895395, 0.0020500000937317964, -0.8584073464102076]	[2.8669501255709307, -0.2874777694095495, 0.0020500000937317964, -1.0584073464102075]	Left	[-364.29894484605313, 18.70098893246587]	0.24
6843	[2.6054773938468543, -0.4345560158117592, 0.0020500000937317964, -1.0584073464102075]	[2.8669501255709307, -0.2874777694095495, 0.0020500000937317964, -1.0584073464102075]	Left	[-59.105623922467686, 7.532688694322166]	0.24
6844	[2.9715331049091085, -0.4085661686588181, 0.0020500000937317964, -0.8584073464102076]	[2.7169681189957653, -0.4962968243439281, 0.0020500000937317964, -0.8584073464102076]	Right	[-12.197300015990724, 3.421901228169962]	0.24
6845	[2.780953988595706, -0.4938867431130647, 0.0020500000937317964, -0.6584073464102076]	[2.9715331049091085, -0.4085661686588181, 0.0020500000937317964, -0.8584073464102076]	Left	[-234.14634146341615, 14.99268114130623]	0.24
6846	[3.106885544023117, -0.3667308499084294, 0.0020500000937317964, -0.6584073464102076]	[2.780953988595706, -0.4938867431130647, 0.0020500000937317964, -0.6584073464102076]	Right	[-47.83144993661271, 6.776296329053814]	0.24
6847	[1.8294363674413763, -0.020285306975645456, 0.0020500000937317964, -0.05840734641020745]	[1.7579698959869599, 0.25718999545297627, 0.0020500000937317964, -0.25840734641020746]	Left	[-6.398861928705091, 2.489180446257528]	0.24
6848	[1.983791171909537, 0.2211160068931815, 0.0020500000937317964, -0.05840734641020745]	[1.8294363674413763, -0.020285306975645456, 0.0020500000937317964, -0.05840734641020745]	Right	[-18.35684046555507, 4.197924111621465]	0.24
6849	[2.195886727314056, -0.09179847883358794, 0.0020500000937317964, 0.14159265358979256]	[1.983791171909537, 0.2211160068931815, 0.0020500000937317964, -0.05840734641020745]	Left	[-6.886657101865134, 2.5712236032267843]	0.24
6850	[2.094151175100069, 0.1967320696629537, 0.0020500000937317964, 0.34159265358979257]	[2.195886727314056, -0.09179847883358794, 0.0020500000937317964, 0.14159265358979256]	Right	[-75.15320274497502, 8.493943408993022]	0.24
6851	[2.0661084064607382, -0.08420984018800248, 0.0020500000937317964, -0.05840734641020745]	[1.983791171909537, 0.2211160068931815, 0.0020500000937317964, -0.05840734641020745]	Left	[-15.97337770382692, 3.915921678950416]	0.24
6852	[2.263313709132068, 0.20477124673345892, 0.0020500000937317964, -0.05840734641020745]	[2.0661084064607382, -0.08420984018800248, 0.0020500000937317964, -0.05840734641020745]	Right	[-12.244897959183668, 3.4285714285714275]	0.24
6853	[2.431331940089607, -0.0053950542424561765, 0.0020500000937317964, -0.25840734641020746]	[2.263313709132068, 0.20477124673345892, 0.0020500000937317964, -0.05840734641020745]	Left	[-6.876790830945566, 2.56938109234651]	0.24
6854	[2.251638880446552, 0.005112291574508321, 0.0020500000937317964, 0.14159265358979256]	[2.263313709132068, 0.20477124673345892, 0.0020500000937317964, -0.05840734641020745]	Left	[-22.64150943396225, 4.662172139314866]	0.24
6855	[2.25747629478931, 0.10494176915398362, 0.0020500000937317964, 0.14159265358979256]	[2.0661084064607382, -0.08420984018800248, 0.0020500000937317964, -0.05840734641020745]	Right	[-10.859728506787317, 3.2288294111822977]	0.24
6856	[2.431355246328339, -0.12279955386774644, 0.0020500000937317964, 0.14159265358979256]	[2.25747629478931, 0.10494176915398362, 0.0020500000937317964, 0.14159265358979256]	Left	[-7.116676877737601, 2.6138113555932256]	0.24
6857	[2.495074493973417, 0.1388105710883516, 0.0020500000937317964, 0.14159265358979256]	[2.431355246328339, -0.12279955386774644, 0.0020500000937317964, 0.14159265358979256]	Right	[-16.666666666666632, 3.999999999999996]	0.24
6858	[2.537410496391377, -0.15818717789178205, 0.0020500000937317964, -0.05840734641020745]	[2.495074493973417, 0.1388105710883516, 0.0020500000937317964, 0.14159265358979256]	Left	[-76.80000000000005, 8.586501033599195]	0.24
6859	[2.541730194240428, 0.094955746580724, 0.0020500000937317964, 0.14159265358979256]	[2.431355246328339, -0.12279955386774644, 0.0020500000937317964, 0.14159265358979256]	Right	[-11.866501854140912, 3.3751802588862234]	0.24
6860	[1.9467780880491257, 0.27336571142002236, 0.0020500000937317964, -0.05840734641020745]	[1.8294363674413763, -0.020285306975645456, 0.0020500000937317964, -0.05840734641020745]	Right	[-26.73336107307749, 5.065967492015162]	0.24
6861	[1.8722868656445453, 0.027294466076988932, 0.0020500000937317964, 0.14159265358979256]	[1.9467780880491257, 0.27336571142002236, 0.0020500000937317964, -0.05840734641020745]	Left	[-234.14634146341564, 14.992681141306214]	0.24
6862	[1.7846633142365453, 0.21682576491348607, 0.0020500000937317964, -0.05840734641020745]	[1.8722868656445453, 0.027294466076988932, 0.0020500000937317964, 0.14159265358979256]	Right	[-32.566698063945545, 5.591424696925437]	0.24
6863	[1.8166593123400347, -0.06862521660461851, 0.0020500000937317964, -0.05840734641020745]	[1.7579698959869599, 0.25718999545297627, 0.0020500000937317964, -0.25840734641020746]	Left	[-6.3057496612632775, 2.4710035748088197]	0.24
6864	[1.9340010329477841, 0.2250258017910493, 0.0020500000937317964, -0.25840734641020746]	[1.8166593123400347, -0.06862521660461851, 0.0020500000937317964, -0.05840734641020745]	Right	[-29.979860528735905, 5.364761514511756]	0.24
6865	[2.0569164872067205, -0.014331235089672628, 0.0020500000937317964, -0.25840734641020746]	[1.9340010329477841, 0.2250258017910493, 0.0020500000937317964, -0.25840734641020746]	Left	[-15.822955238713634, 3.8974398044312486]	0.24
6866	[2.230258637072716, 0.25015411248148245, 0.0020500000937317964, -0.05840734641020745]	[2.0569164872067205, -0.014331235089672628, 0.0020500000937317964, -0.25840734641020746]	Right	[-10.859728506787357, 3.228829411182304]	0.24
6867	[1.834171555368309, 0.2308632161338074, 0.0020500000937317964, -0.05840734641020745]	[1.8166593123400347, -0.06862521660461851, 0.0020500000937317964, -0.05840734641020745]	Right	[-147.69702941202053, 11.907524857649456]	0.24
6868	[2.0109459078399854, 0.17044113152710524, 0.0020500000937317964, 0.14159265358979256]	[1.8166593123400347, -0.06862521660461851, 0.0020500000937317964, -0.05840734641020745]	Right	[-13.42240066211567, 3.589638510439602]	0.24
6869	[1.979770359655932, -0.03602456827657585, 0.0020500000937317964, 0.34159265358979257]	[2.0109459078399854, 0.17044113152710524, 0.0020500000937317964, 0.14159265358979256]	Left	[-34.697102930402934, 5.771413935353001]	0.24
6870	[1.8940692419159941, 0.22736076752815254, 0.0020500000937317964, -0.05840734641020745]	[1.8166593123400347, -0.06862521660461851, 0.0020500000937317964, -0.05840734641020745]	Right	[-49.45187031585927, 6.890123039774028]	0.24
6871	[2.1120022116632713, 0.0142757593808584, 0.0020500000937317964, 0.14159265358979256]	[1.8940692419159941, 0.22736076752815254, 0.0020500000937317964, -0.05840734641020745]	Left	[-10.201912858660995, 3.12951055986628]	0.24
6872	[2.1827774597113425, 0.22638625950693417, 0.0020500000937317964, -0.05840734641020745]	[2.1120022116632713, 0.0142757593808584, 0.0020500000937317964, 0.14159265358979256]	Right	[-11.517228767472321, 3.3251375335124753]	0.24
6873	[2.2310003175735114, 0.023224855742328743, 0.0020500000937317964, 0.14159265358979256]	[2.1827774597113425, 0.22638625950693417, 0.0020500000937317964, -0.05840734641020745]	Left	[-67.41272168500498, 8.044638762405977]	0.24
6874	[2.202776315961538, 0.22122335506241786, 0.0020500000937317964, 0.14159265358979256]	[2.2310003175735114, 0.023224855742328743, 0.0020500000937317964, 0.14159265358979256]	Right	[-2250.29974545066, 46.47889580909419]	0.24
6875	[2.337055567636549, -0.01216276828170687, 0.0020500000937317964, 0.34159265358979257]	[2.202776315961538, 0.22122335506241786, 0.0020500000937317964, 0.14159265358979256]	Left	[-76.80000000000005, 8.586501033599195]	0.24
6876	[2.4019690652989807, 0.22318004087385143, 0.0020500000937317964, 0.34159265358979257]	[2.337055567636549, -0.01216276828170687, 0.0020500000937317964, 0.34159265358979257]	Right	[-24.192585068615934, 4.819220026712963]	0.24
6877	[2.287663564815596, 0.33433460552844907, 0.0020500000937317964, 0.34159265358979257]	[2.2310003175735114, 0.023224855742328743, 0.0020500000937317964, 0.14159265358979256]	Right	[-42.37673361963325, 6.378217954479756]	0.24
6878	[2.298127854406657, 0.1257908483853631, 0.0020500000937317964, 0.14159265358979256]	[2.287663564815596, 0.33433460552844907, 0.0020500000937317964, 0.34159265358979257]	Left	[-63.88973037965237, 7.831611658175236]	0.24
6879	[2.344958276326124, -0.08360951904845623, 0.0020500000937317964, 0.14159265358979256]	[2.1827774597113425, 0.22638625950693417, 0.0020500000937317964, -0.05840734641020745]	Left	[-15.035225702250886, 3.799186317379137]	0.24
6880	[2.129065759041338, 0.31974070884458405, 0.0020500000937317964, -0.05840734641020745]	[2.1120022116632713, 0.0142757593808584, 0.0020500000937317964, 0.14159265358979256]	Right	[-15.057071802982902, 3.801945413977374]	0.24
6881	[2.344080021617236, 0.05674096190755229, 0.0020500000937317964, -0.05840734641020745]	[2.129065759041338, 0.31974070884458405, 0.0020500000937317964, -0.05840734641020745]	Left	[-17.246520031287442, 4.068987494455586]	0.24
6882	[2.1115535160130636, 0.02025227610615815, 0.0020500000937317964, 0.14159265358979256]	[2.129065759041338, 0.31974070884458405, 0.0020500000937317964, -0.05840734641020745]	Left	[-26725.99841707756, 160.17789635400527]	0.24
6883	[2.168216763255148, 0.3313620258922785, 0.0020500000937317964, 0.14159265358979256]	[2.1115535160130636, 0.02025227610615815, 0.0020500000937317964, 0.14159265358979256]	Right	[-575.589210888188, 23.506714837523774]	0.24
6884	[2.2082651587693736, 0.33103030948937334, 0.0020500000937317964, -0.05840734641020745]	[2.1120022116632713, 0.0142757593808584, 0.0020500000937317964, 0.14159265358979256]	Right	[-8.769810445867794, 2.901554415831811]	0.24
6885	[2.2478648586333914, 0.336675109811768, 0.0020500000937317964, 0.14159265358979256]	[2.1120022116632713, 0.0142757593808584, 0.0020500000937317964, 0.14159265358979256]	Right	[-7.001117649222344, 2.5925032195261495]	0.24
6886	[2.4217438101724205, 0.10893378679003796, 0.0020500000937317964, 0.14159265358979256]	[2.2478648586333914, 0.336675109811768, 0.0020500000937317964, 0.14159265358979256]	Left	[-9.151572926596764, 2.964036101253305]	0.24
6887	[2.6141620823755565, 0.38888951279391865, 0.0020500000937317964, -0.05840734641020745]	[2.4217438101724205, 0.10893378679003796, 0.0020500000937317964, 0.14159265358979256]	Right	[-7.012417823228622, 2.5945945945945925]	0.24
6888	[2.5108431348664606, 0.12163458751542594, 0.0020500000937317964, 0.34159265358979257]	[2.2478648586333914, 0.336675109811768, 0.0020500000937317964, 0.14159265358979256]	Left	[-5.627198124267292, 2.3242440059719636]	0.24
6889	[2.5003788452753994, 0.3301783446585119, 0.0020500000937317964, 0.34159265358979257]	[2.5108431348664606, 0.12163458751542594, 0.0020500000937317964, 0.34159265358979257]	Right	[-15.045719850354743, 3.8005119466120028]	0.24
6890	[2.44384550483528, 0.3100790556491576, 0.0020500000937317964, 0.5415926535897926]	[2.5108431348664606, 0.12163458751542594, 0.0020500000937317964, 0.34159265358979257]	Right	[-24.542534956810492, 4.8539503044981895]	0.24
6891	[2.5422578175133017, 0.4511996307378501, 0.0020500000937317964, 0.5415926535897926]	[2.5108431348664606, 0.12163458751542594, 0.0020500000937317964, 0.34159265358979257]	Right	[-9.62086957764435, 3.0390845323120868]	0.24
6892	[2.7825971043966358, 0.2456831419093122, 0.0020500000937317964, 0.34159265358979257]	[2.5422578175133017, 0.4511996307378501, 0.0020500000937317964, 0.5415926535897926]	Left	[-10.757717139402832, 3.2136285494479164]	0.24
6893	[2.7763228934167303, 0.5618486591255002, 0.0020500000937317964, 0.34159265358979257]	[2.7825971043966358, 0.2456831419093122, 0.0020500000937317964, 0.34159265358979257]	Right	[-14.322016496831651, 3.7079827179961864]	0.24
6894	[2.954292165022572, 0.359791888973926, 0.0020500000937317964, 0.14159265358979256]	[2.7763228934167303, 0.5618486591255002, 0.0020500000937317964, 0.34159265358979257]	Left	[-22.588235294117652, 4.656684000697593]	0.24
6895	[2.4613435100364383, 0.1145785871124326, 0.0020500000937317964, 0.14159265358979256]	[2.2478648586333914, 0.336675109811768, 0.0020500000937317964, 0.14159265358979256]	Left	[-7.2672218016654115, 2.6413127284740052]	0.24
6896	[2.5321187580845095, 0.32668908723850837, 0.0020500000937317964, 0.34159265358979257]	[2.4613435100364383, 0.1145785871124326, 0.0020500000937317964, 0.14159265358979256]	Right	[-11.866501854140912, 3.3751802588862234]	0.24
6897	[2.832576933977277, 0.16818077660720177, 0.0020500000937317964, 0.34159265358979257]	[2.5321187580845095, 0.32668908723850837, 0.0020500000937317964, 0.34159265358979257]	Left	[-6.823636376756011, 2.5594317575754526]	0.24
6898	[2.7310275158093025, 0.18514296012660328, 0.0020500000937317964, 0.5415926535897926]	[2.5321187580845095, 0.32668908723850837, 0.0020500000937317964, 0.34159265358979257]	Left	[-12.353814210527222, 3.443785946034703]	0.24
6899	[2.5576064571425405, 0.43133313722094757, 0.0020500000937317964, -0.05840734641020745]	[2.4613435100364383, 0.1145785871124326, 0.0020500000937317964, 0.14159265358979256]	Right	[-9.151572926596764, 2.964036101253305]	0.24
6900	[2.7726207197184385, 0.1683333902839158, 0.0020500000937317964, -0.05840734641020745]	[2.5576064571425405, 0.43133313722094757, 0.0020500000937317964, -0.05840734641020745]	Left	[-9.620869577644383, 3.039084532312092]	0.24
6901	[2.7872142555753334, 0.41790708423260403, 0.0020500000937317964, 0.14159265358979256]	[2.7726207197184385, 0.1683333902839158, 0.0020500000937317964, -0.05840734641020745]	Right	[-18.147448015122926, 4.173913043478267]	0.24
6902	[3.0501925318084027, 0.20286656193626196, 0.0020500000937317964, 0.14159265358979256]	[2.7872142555753334, 0.41790708423260403, 0.0020500000937317964, 0.14159265358979256]	Left	[-12.270150239625961, 3.4321049270150414]	0.24
6903	[2.815438257187307, 0.21990858491251492, 0.0020500000937317964, 0.34159265358979257]	[2.7872142555753334, 0.41790708423260403, 0.0020500000937317964, 0.14159265358979256]	Left	[-213.64942928409465, 14.321433312093133]	0.24
6904	[2.846852939834148, 0.549473628134939, 0.0020500000937317964, 0.34159265358979257]	[2.815438257187307, 0.21990858491251492, 0.0020500000937317964, 0.34159265358979257]	Right	[-46.006695211145264, 6.645782677961976]	0.24
6905	[2.8091640462074015, 0.5360741021287029, 0.0020500000937317964, 0.34159265358979257]	[2.815438257187307, 0.21990858491251492, 0.0020500000937317964, 0.34159265358979257]	Right	[-66.45789000249435, 7.987463577531642]	0.24
6906	[2.7882245600884503, 0.47556345908903375, 0.0020500000937317964, 0.34159265358979257]	[2.815438257187307, 0.21990858491251492, 0.0020500000937317964, 0.34159265358979257]	Right	[-288.69764275050665, 16.6478147827421]	0.24
6907	[3.0206321328288337, 0.23979509791026282, 0.0020500000937317964, 0.5415926535897926]	[2.7882245600884503, 0.47556345908903375, 0.0020500000937317964, 0.34159265358979257]	Left	[-22.58823529411767, 4.656684000697595]	0.24
6908	[2.9180406484764845, 0.4686509200743094, 0.0020500000937317964, 0.5415926535897926]	[2.815438257187307, 0.21990858491251492, 0.0020500000937317964, 0.34159265358979257]	Right	[-48.75452018755595, 6.841369700582896]	0.24
6909	[3.2697754732977815, 0.3301496095825618, 0.0020500000937317964, 0.34159265358979257]	[2.9180406484764845, 0.4686509200743094, 0.0020500000937317964, 0.5415926535897926]	Left	[-4.3920772707172056, 2.053386027976356]	0.24
6910	[3.021277734820787, 0.18065421175433732, 0.0020500000937317964, 0.5415926535897926]	[2.9180406484764845, 0.4686509200743094, 0.0020500000937317964, 0.5415926535897926]	Left	[-21.862504884490694, 4.581266712287232]	0.24
6911	[2.892402391865421, 0.3948764000965742, 0.0020500000937317964, 0.5415926535897926]	[3.021277734820787, 0.18065421175433732, 0.0020500000937317964, 0.5415926535897926]	Right	[-157.37704918032827, 12.29154047355803]	0.24
6912	[3.072691060022924, 0.21158429406362514, 0.0020500000937317964, 0.5415926535897926]	[2.892402391865421, 0.3948764000965742, 0.0020500000937317964, 0.5415926535897926]	Left	[-266.6666666666661, 15.999999999999984]	0.24
6913	[2.866627323274348, 0.4377208377650216, 0.0020500000937317964, 0.34159265358979257]	[3.072691060022924, 0.21158429406362514, 0.0020500000937317964, 0.5415926535897926]	Right	[-384.00000000000045, 19.20000000000001]	0.24
6914	[3.1503360916593204, 0.3263236441671479, 0.0020500000937317964, 0.14159265358979256]	[2.866627323274348, 0.4377208377650216, 0.0020500000937317964, 0.34159265358979257]	Left	[-50.01597020349687, 6.929309590093157]	0.24
6915	[2.866627323274348, 0.4377208377650216, 0.0020500000937317964, 0.5415926535897926]	[3.072691060022924, 0.21158429406362514, 0.0020500000937317964, 0.5415926535897926]	Right	[-384.00000000000045, 19.20000000000001]	0.24
6916	[3.098466128613997, 0.16873985639517777, 0.0020500000937317964, 0.7415926535897925]	[2.892402391865421, 0.3948764000965742, 0.0020500000937317964, 0.5415926535897926]	Left	[-157.37704918032773, 12.291540473558006]	0.24
6917	[2.9296003334762095, 0.3530882852804893, 0.0020500000937317964, 0.7415926535897925]	[3.098466128613997, 0.16873985639517777, 0.0020500000937317964, 0.7415926535897925]	Right	[-306.7157914643426, 17.15946268989122]	0.24
6918	[3.08799566470908, 0.0913423797850465, 0.0020500000937317964, 0.9415926535897925]	[2.9296003334762095, 0.3530882852804893, 0.0020500000937317964, 0.7415926535897925]	Left	[-157.3770491803282, 12.291540473558026]	0.24
6919	[3.1427097515464717, 0.2092676472282468, 0.0020500000937317964, 0.5415926535897926]	[2.9296003334762095, 0.3530882852804893, 0.0020500000937317964, 0.7415926535897925]	Left	[-266.6666666666667, 16.0]	0.24
6920	[3.098466128613997, 0.1687398563951778, 0.0020500000937317964, 0.9415926535897925]	[2.9296003334762095, 0.3530882852804893, 0.0020500000937317964, 0.7415926535897925]	Left	[-1.2461512460483586e+33, 3.458764513820541e+16]	0.24
6921	[2.8853567105437348, 0.3125604944474203, 0.0020500000937317964, 0.9415926535897925]	[3.098466128613997, 0.16873985639517777, 0.0020500000937317964, 0.7415926535897925]	Right	[-140.64800745666065, 11.619900479711271]	0.24
6922	[2.825913453715197, 0.4889629850952699, 0.0020500000937317964, 0.5415926535897926]	[2.815438257187307, 0.21990858491251492, 0.0020500000937317964, 0.34159265358979257]	Right	[-146.64169923749398, 11.864907554127601]	0.24
6923	[2.658408471700416, 0.4824759981037582, 0.0020500000937317964, 0.5415926535897926]	[2.815438257187307, 0.21990858491251492, 0.0020500000937317964, 0.34159265358979257]	Right	[-46.24260840018184, 6.66280001682285]	0.24
6924	[3.010143296521713, 0.34397468761201055, 0.0020500000937317964, 0.7415926535897925]	[2.658408471700416, 0.4824759981037582, 0.0020500000937317964, 0.5415926535897926]	Left	[-18.01042910289355, 4.158126012854566]	0.24
6925	[2.807504342356368, 0.5651928022743844, 0.0020500000937317964, 0.9415926535897925]	[3.010143296521713, 0.34397468761201055, 0.0020500000937317964, 0.7415926535897925]	Right	[-33.02186339110451, 5.63036311932546]	0.24
6926	[3.0147431964669242, 0.34013268286860515, 0.0020500000937317964, 0.7415926535897925]	[2.807504342356368, 0.5651928022743844, 0.0020500000937317964, 0.9415926535897925]	Left	[-26725.99841707816, 160.1778963540071]	0.24
6927	[2.801633778396662, 0.48395332092084764, 0.0020500000937317964, 0.9415926535897925]	[3.0147431964669242, 0.34013268286860515, 0.0020500000937317964, 0.7415926535897925]	Right	[-144.70216322876132, 11.786181599636537]	0.24
6928	[3.0037578793515594, 0.3368280416070111, 0.0020500000937317964, 1.1415926535897924]	[2.801633778396662, 0.48395332092084764, 0.0020500000937317964, 0.9415926535897925]	Left	[-7294.952229319667, 83.68485012322648]	0.24
6929	[2.8563478652340537, 0.601878588364048, 0.0020500000937317964, 0.9415926535897925]	[3.0147431964669242, 0.34013268286860515, 0.0020500000937317964, 0.7415926535897925]	Right	[-257.26666938380635, 15.715470168227677]	0.24
6930	[2.933893556084965, 0.39898279459413977, 0.0020500000937317964, 0.9415926535897925]	[2.807504342356368, 0.5651928022743844, 0.0020500000937317964, 0.9415926535897925]	Left	[-108.598332348559, 10.210504348689962]	0.24
6931	[2.7317694551300677, 0.5461080739079763, 0.0020500000937317964, 0.7415926535897925]	[2.933893556084965, 0.39898279459413977, 0.0020500000937317964, 0.9415926535897925]	Right	[-157.3770491803282, 12.291540473558026]	0.24
6932	[2.7906195668556024, 0.6269577142899353, 0.0020500000937317964, 0.9415926535897925]	[2.933893556084965, 0.39898279459413977, 0.0020500000937317964, 0.9415926535897925]	Right	[-234.14634146341496, 14.992681141306191]	0.24
6933	[2.8376996562360297, 0.6916374265955025, 0.0020500000937317964, 1.1415926535897924]	[2.933893556084965, 0.39898279459413977, 0.0020500000937317964, 0.9415926535897925]	Right	[-56.804733727810664, 7.384615384615386]	0.24
